source_row_zero_based,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
52412,5K9SD8F6EysPm6tI7nX0pe,Pete Bernhard,Harmony Ascension Division,Can't Find You,14,208266,False,0.628,0.274,0,-13.506,1,0.0353,0.847,0.000233,0.118,0.237,152.074,4,honky-tonk
52434,1Gq8yiUXhSwGeds7X7VyWW,George Jones,More Starday & Musicor Originals,Sometimes You Just Can't Win,13,142880,False,0.43,0.139,5,-18.666,1,0.0283,0.852,0.00316,0.113,0.298,73.426,4,honky-tonk
52511,7o68KX6XyCS9lydBTH6TCP,George Jones,Best Of,White Lightning - Single Version,52,165453,False,0.583,0.8,10,-9.689,1,0.0909,0.706,0.0,0.122,0.958,74.056,4,honky-tonk
52520,7zBY3YjvcdkpbHIUx0fe5Q,Hank Williams,Hank Williams As Luke The Drifter (Expanded Edition),Everything's Okay,12,172026,False,0.607,0.378,7,-13.581,1,0.148,0.837,0.0,0.0752,0.87,73.728,4,honky-tonk
52525,53oMTo3YvCRB4mDmqCck2p,George Jones,Greatest Hits from the King of Country,A Lifetime to Regret,13,164000,False,0.462,0.366,5,-10.908,1,0.0271,0.866,0.00982,0.115,0.669,108.042,4,honky-tonk
52560,7o68KX6XyCS9lydBTH6TCP,George Jones,Best Of,White Lightning - Single Version,52,165453,False,0.583,0.8,10,-9.689,1,0.0909,0.706,0.0,0.122,0.958,74.056,4,honky-tonk
52570,7zBY3YjvcdkpbHIUx0fe5Q,Hank Williams,Hank Williams As Luke The Drifter (Expanded Edition),Everything's Okay,12,172026,False,0.607,0.378,7,-13.581,1,0.148,0.837,0.0,0.0752,0.87,73.728,4,honky-tonk
52576,53oMTo3YvCRB4mDmqCck2p,George Jones,Greatest Hits from the King of Country,A Lifetime to Regret,13,164000,False,0.462,0.366,5,-10.908,1,0.0271,0.866,0.00982,0.115,0.669,108.042,4,honky-tonk
52680,1M63dvMiyRk0T4rPLfhHa1,George Jones,All-Time Greats (Original Musicor Records Recordings),The Race Is On,11,126466,False,0.651,0.461,9,-13.706,1,0.0376,0.711,0.0,0.185,0.915,88.097,4,honky-tonk
52706,66hVH7Tdw3RJ6X97QkTLkF,George Jones,George Jones - Duets From Musicor Records (Original Musicor Records Recordings),Party Pickin',11,146213,False,0.791,0.451,2,-13.314,1,0.038,0.807,0.0,0.134,0.965,127.328,4,honky-tonk
52714,00JZ83w0Qm09f4PwWj06sM,George Jones,With Love,A Good Year For The Roses,12,190546,False,0.491,0.334,11,-9.684,1,0.0287,0.659,1.6e-05,0.116,0.249,91.674,4,honky-tonk
52716,5cA8x7k6EEHgCfg5bN9xK3,Hank Williams;Drifting Cowboys,The Original Singles Collection . . . Plus,I Saw The Light,11,164800,False,0.341,0.244,7,-12.502,1,0.032,0.948,9.45e-05,0.221,0.526,204.288,4,honky-tonk
52722,4RRWdUBfKdN8SdPOIiu9by,George Jones,Too Wild Too Long,New Patches,11,193373,False,0.618,0.342,0,-13.925,1,0.0292,0.345,0.000451,0.104,0.425,108.177,4,honky-tonk
52727,1M63dvMiyRk0T4rPLfhHa1,George Jones,All-Time Greats (Original Musicor Records Recordings),The Race Is On,11,126466,False,0.651,0.461,9,-13.706,1,0.0376,0.711,0.0,0.185,0.915,88.097,4,honky-tonk
52729,2CzSTQKg7RNomVePzk2NN9,George Jones,Wrong Number,I Can't Get Used To Being Lonely,12,156120,False,0.496,0.193,10,-14.424,1,0.0292,0.817,0.0,0.189,0.51,109.141,4,honky-tonk
52733,3yTH2SF9KL6mQwVxezaBKN,George Jones,Fine Country Wine,Heartaches And Hangovers,12,134666,False,0.483,0.533,9,-12.519,1,0.0424,0.403,0.0,0.238,0.852,156.817,4,honky-tonk
52753,66hVH7Tdw3RJ6X97QkTLkF,George Jones,George Jones - Duets From Musicor Records (Original Musicor Records Recordings),Party Pickin',11,146213,False,0.791,0.451,2,-13.314,1,0.038,0.807,0.0,0.134,0.965,127.328,4,honky-tonk
52766,00JZ83w0Qm09f4PwWj06sM,George Jones,With Love,A Good Year For The Roses,12,190546,False,0.491,0.334,11,-9.684,1,0.0287,0.659,1.6e-05,0.116,0.249,91.674,4,honky-tonk
52771,5cA8x7k6EEHgCfg5bN9xK3,Hank Williams;Drifting Cowboys,The Original Singles Collection . . . Plus,I Saw The Light,11,164800,False,0.341,0.244,7,-12.502,1,0.032,0.948,9.45e-05,0.221,0.526,204.288,4,honky-tonk
52781,4RRWdUBfKdN8SdPOIiu9by,George Jones,Too Wild Too Long,New Patches,11,193373,False,0.618,0.342,0,-13.925,1,0.0292,0.345,0.000451,0.104,0.425,108.177,4,honky-tonk
52785,2CzSTQKg7RNomVePzk2NN9,George Jones,Wrong Number,I Can't Get Used To Being Lonely,12,156120,False,0.496,0.193,10,-14.424,1,0.0292,0.817,0.0,0.189,0.51,109.141,4,honky-tonk
52790,3yTH2SF9KL6mQwVxezaBKN,George Jones,Fine Country Wine,Heartaches And Hangovers,12,134666,False,0.483,0.533,9,-12.519,1,0.0424,0.403,0.0,0.238,0.852,156.817,4,honky-tonk
52904,2zhL0n71GK0lhgDc83VT9A,Pete Bernhard,Harmony Ascension Division,Long Night,10,184973,False,0.805,0.273,4,-15.269,1,0.0629,0.864,0.000226,0.108,0.265,115.048,4,honky-tonk
52909,4fVI8mVwMG6MtcoXvNPlME,Pete Bernhard,Harmony Ascension Division,Waiting for You,10,216920,False,0.702,0.273,0,-17.0,1,0.0324,0.858,0.344,0.117,0.313,132.054,4,honky-tonk
52912,3ot7yfRXpFYYmBBZ8XrM2f,George Jones,Too Wild Too Long,I'm a Survivor,10,190213,False,0.506,0.279,8,-13.727,1,0.0271,0.729,3.01e-06,0.187,0.313,89.825,3,honky-tonk
52914,2HyijvbsWtIgLt3nSxPYML,Hank Williams,The Ultimate Collection,Please Make Up Your Mind - Single Version,11,169840,False,0.663,0.237,4,-14.214,1,0.0793,0.828,0.0,0.136,0.733,95.998,4,honky-tonk
52921,4TmHHLuww0oL4G0UyrMVEm,George Jones,Image Of Me,These Hands,10,169306,False,0.449,0.243,11,-11.611,1,0.0299,0.796,7.49e-06,0.0983,0.23,78.397,3,honky-tonk
52939,7p9gx9CPDuNJZqAsP9SVN7,Hank Williams,The Unforgettable Hank Williams,My Love For You (Has Turned To Hate),10,163026,False,0.413,0.399,0,-8.679,1,0.0293,0.651,0.001,0.17,0.707,145.398,4,honky-tonk
52946,05CrXeNWBptDD2zLAOaf2A,Hank Williams,The Complete Hank Williams,Faded Love And Winter Roses,11,117573,False,0.439,0.255,4,-13.476,1,0.0297,0.926,0.0,0.27,0.398,133.245,4,honky-tonk
52955,2zhL0n71GK0lhgDc83VT9A,Pete Bernhard,Harmony Ascension Division,Long Night,10,184973,False,0.805,0.273,4,-15.269,1,0.0629,0.864,0.000226,0.108,0.265,115.048,4,honky-tonk
52958,4fVI8mVwMG6MtcoXvNPlME,Pete Bernhard,Harmony Ascension Division,Waiting for You,10,216920,False,0.702,0.273,0,-17.0,1,0.0324,0.858,0.344,0.117,0.313,132.054,4,honky-tonk
52964,3ot7yfRXpFYYmBBZ8XrM2f,George Jones,Too Wild Too Long,I'm a Survivor,10,190213,False,0.506,0.279,8,-13.727,1,0.0271,0.729,3.01e-06,0.187,0.313,89.825,3,honky-tonk
52965,2HyijvbsWtIgLt3nSxPYML,Hank Williams,The Ultimate Collection,Please Make Up Your Mind - Single Version,11,169840,False,0.663,0.237,4,-14.214,1,0.0793,0.828,0.0,0.136,0.733,95.998,4,honky-tonk
52974,4TmHHLuww0oL4G0UyrMVEm,George Jones,Image Of Me,These Hands,10,169306,False,0.449,0.243,11,-11.611,1,0.0299,0.796,7.49e-06,0.0983,0.23,78.397,3,honky-tonk
52985,7p9gx9CPDuNJZqAsP9SVN7,Hank Williams,The Unforgettable Hank Williams,My Love For You (Has Turned To Hate),10,163026,False,0.413,0.399,0,-8.679,1,0.0293,0.651,0.001,0.17,0.707,145.398,4,honky-tonk
52997,05CrXeNWBptDD2zLAOaf2A,Hank Williams,The Complete Hank Williams,Faded Love And Winter Roses,11,117573,False,0.439,0.255,4,-13.476,1,0.0297,0.926,0.0,0.27,0.398,133.245,4,honky-tonk
53675,5Ewv1Onq6GMnoWxyuChLIW,NEIKED;Mae Muller;Polo G,Mega Hits Autumn/Fall 2022,Better Days,1,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,house
53718,5Ewv1Onq6GMnoWxyuChLIW,NEIKED;Mae Muller;Polo G,Mega Hits Autumn/Fall 2022,Better Days,1,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,house
54604,6bpQHub3JTcxtKUnJNbcnW,Daisuke Tanabe,Cat Steps,cat step,31,274125,False,0.696,0.656,6,-9.346,0,0.109,0.426,0.859,0.062,0.494,159.997,4,idm
54652,6bpQHub3JTcxtKUnJNbcnW,Daisuke Tanabe,Cat Steps,cat step,31,274125,False,0.696,0.656,6,-9.346,0,0.109,0.426,0.859,0.062,0.494,159.997,4,idm
54856,1HgMMME0o7usgpIljGNiUS,Seekae,The Sound Of Trees Falling On People,Halley Wars,7,134360,False,0.713,0.694,4,-8.52,0,0.0833,0.624,0.851,0.101,0.0362,129.869,4,idm
54906,1HgMMME0o7usgpIljGNiUS,Seekae,The Sound Of Trees Falling On People,Halley Wars,7,134360,False,0.713,0.694,4,-8.52,0,0.0833,0.624,0.851,0.101,0.0362,129.869,4,idm
55130,3ksl6hn7Ya34q5K3cl7w9I,It's DPK,Let Me Down Slowly X Aaya Na Tu (Lofi Mix),Let Me Down Slowly X Aaya Na Tu - Lofi Mix,60,179017,False,0.441,0.55,1,-11.335,0,0.0792,0.241,0.000202,0.139,0.172,119.953,4,indian
55176,3ksl6hn7Ya34q5K3cl7w9I,It's DPK,Let Me Down Slowly X Aaya Na Tu (Lofi Mix),Let Me Down Slowly X Aaya Na Tu - Lofi Mix,60,179017,False,0.441,0.55,1,-11.335,0,0.0792,0.241,0.000202,0.139,0.172,119.953,4,indian
57227,7MLWLQSOUQc9sAghrNim6j,Stevie Wonder,Rock Christmas 2022 - The Very Best Of,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
57261,7MLWLQSOUQc9sAghrNim6j,Stevie Wonder,Rock Christmas 2022 - The Very Best Of,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
57773,5se0sLcaUymYKRUm0lCBgt,Vaibhav Bundhoo;Kamakshi Khanna,Kota Factory: Season 2 (Music from the Netflix Series),Tere Jaisa,41,312000,False,0.511,0.219,2,-20.59,1,0.0457,0.91,0.00229,0.0946,0.234,168.051,3,indie
57816,5se0sLcaUymYKRUm0lCBgt,Vaibhav Bundhoo;Kamakshi Khanna,Kota Factory: Season 2 (Music from the Netflix Series),Tere Jaisa,41,312000,False,0.511,0.219,2,-20.59,1,0.0457,0.91,0.00229,0.0946,0.234,168.051,3,indie
57873,0pH9ckmrcCM6O0MTart24w,Devin Kennedy,"You & Me, That's Enough",Something Bout That Feeling,64,132688,False,0.69,0.397,5,-6.514,1,0.0453,0.064,0.0,0.0784,0.772,203.723,4,indie
57921,0pH9ckmrcCM6O0MTart24w,Devin Kennedy,"You & Me, That's Enough",Something Bout That Feeling,64,132688,False,0.69,0.397,5,-6.514,1,0.0453,0.064,0.0,0.0784,0.772,203.723,4,indie
59550,7fTfvDlOUf0etaphlgUegi,Farzad Golpayegani,Eight,Diverge,3,270153,False,0.343,0.531,11,-8.501,0,0.0301,0.799,0.864,0.343,0.0569,138.024,4,iranian
59553,4LFlYEavfqhauvX6q2IcH4,Farzad Golpayegani,Seven,Bring You Pain,4,271413,False,0.237,0.959,11,-3.978,0,0.153,0.211,0.817,0.0787,0.423,155.662,4,iranian
59602,7fTfvDlOUf0etaphlgUegi,Farzad Golpayegani,Eight,Diverge,3,270153,False,0.343,0.531,11,-8.501,0,0.0301,0.799,0.864,0.343,0.0569,138.024,4,iranian
59606,4LFlYEavfqhauvX6q2IcH4,Farzad Golpayegani,Seven,Bring You Pain,4,271413,False,0.237,0.959,11,-3.978,0,0.153,0.211,0.817,0.0787,0.423,155.662,4,iranian
59614,1EXc4lSFTbktmqWksJLgke,Nyctalllz,Visions of Darkness: Volume II,The Curse of the White Demon,1,415517,False,0.237,0.38,2,-14.322,1,0.0358,0.599,0.875,0.174,0.0464,112.65,4,iranian
59700,1lQLxZODSaf2W1KBzH3hne,Kahtmayan,Resurrection 1,Resurrection,4,275644,False,0.582,0.97,4,-3.26,0,0.0781,0.000258,0.00033,0.062,0.151,120.035,4,iranian
59703,0xsbEfKgnxpXs1IRAbEnUY,DSM,Nowruz,Nowruz,0,259970,False,0.236,0.0463,0,-26.831,0,0.042,0.927,0.815,0.103,0.0325,121.532,3,iranian
59712,2OxysySr6uOToqnrf0tlAq,Kahtmayan,Virtual existence,Irreversible,0,406240,False,0.393,0.965,6,-5.133,0,0.122,0.000199,0.788,0.0898,0.33,159.982,4,iranian
59715,5NF0LZXnT008vwJiNbvwtr,Azooma,The Act of Eye,Act 2 - Umbra of Mirth,0,467826,True,0.226,0.988,0,-6.717,1,0.2,0.00337,0.897,0.545,0.0721,159.96,4,iranian
59716,1EXc4lSFTbktmqWksJLgke,Nyctalllz,Visions of Darkness: Volume II,The Curse of the White Demon,1,415517,False,0.237,0.38,2,-14.322,1,0.0358,0.599,0.875,0.174,0.0464,112.65,4,iranian
59717,2pkaCaIs2ZiKTSzPfcOI5B,Shivered,Journey to Fade,Journey to Fade,0,315842,False,0.558,0.837,1,-4.962,0,0.0273,0.00011,0.0246,0.107,0.448,140.001,4,iranian
59728,6392PdXvZN8BOjcRxvkKO6,Spuntic,Hybrid Source,Outlined,0,348133,False,0.219,0.124,9,-21.633,1,0.0482,0.909,0.927,0.188,0.0381,77.691,5,iranian
59729,6JU9PUGD025Yb2A9NbyNLZ,Out of Nowhere,Man Made Disaster,Masturbation,0,312657,True,0.498,0.862,1,-2.344,1,0.0528,0.000173,0.0,0.0778,0.398,125.005,4,iranian
59733,0Xyy5ASa9iuqIgzH2mY9T6,Garhelenth,The Mysterious Kingdom,Paradox Existence,0,269423,False,0.125,0.677,8,-9.416,1,0.048,1.68e-06,0.0056,0.382,0.299,96.517,4,iranian
59743,5nxmwuDelvrQPTofGhF6nk,From The Vastland,Kamarikan,Kamarikan,0,360875,False,0.289,0.539,10,-7.317,1,0.15,0.000126,0.916,0.111,0.0391,119.898,4,iranian
59751,1lQLxZODSaf2W1KBzH3hne,Kahtmayan,Resurrection 1,Resurrection,4,275644,False,0.582,0.97,4,-3.26,0,0.0781,0.000258,0.00033,0.062,0.151,120.035,4,iranian
59767,2OxysySr6uOToqnrf0tlAq,Kahtmayan,Virtual existence,Irreversible,0,406240,False,0.393,0.965,6,-5.133,0,0.122,0.000199,0.788,0.0898,0.33,159.982,4,iranian
59771,5NF0LZXnT008vwJiNbvwtr,Azooma,The Act of Eye,Act 2 - Umbra of Mirth,0,467826,True,0.226,0.988,0,-6.717,1,0.2,0.00337,0.897,0.545,0.0721,159.96,4,iranian
59778,6JU9PUGD025Yb2A9NbyNLZ,Out of Nowhere,Man Made Disaster,Masturbation,0,312657,True,0.498,0.862,1,-2.344,1,0.0528,0.000173,0.0,0.0778,0.398,125.005,4,iranian
59806,0xsbEfKgnxpXs1IRAbEnUY,DSM,Nowruz,Nowruz,0,259970,False,0.236,0.0463,0,-26.831,0,0.042,0.927,0.815,0.103,0.0325,121.532,3,iranian
59819,2pkaCaIs2ZiKTSzPfcOI5B,Shivered,Journey to Fade,Journey to Fade,0,315842,False,0.558,0.837,1,-4.962,0,0.0273,0.00011,0.0246,0.107,0.448,140.001,4,iranian
59826,6392PdXvZN8BOjcRxvkKO6,Spuntic,Hybrid Source,Outlined,0,348133,False,0.219,0.124,9,-21.633,1,0.0482,0.909,0.927,0.188,0.0381,77.691,5,iranian
59842,0Xyy5ASa9iuqIgzH2mY9T6,Garhelenth,The Mysterious Kingdom,Paradox Existence,0,269423,False,0.125,0.677,8,-9.416,1,0.048,1.68e-06,0.0056,0.382,0.299,96.517,4,iranian
59846,5nxmwuDelvrQPTofGhF6nk,From The Vastland,Kamarikan,Kamarikan,0,360875,False,0.289,0.539,10,-7.317,1,0.15,0.000126,0.916,0.111,0.0391,119.898,4,iranian
60332,7a6dKghXRh8XAiwJAdigfG,SWAY;EXILE SHOKICHI;SALU,UNCHAINED,Never Say Goodbye,23,211413,False,0.615,0.915,1,-3.56,0,0.0582,0.0394,0.0,0.243,0.354,105.001,4,j-dance
60379,0oR2mFp2QwxuHCuMHot6HQ,Masicka;Dunw3ll,Roll Clean - Single,Roll Clean,23,150315,True,0.702,0.913,1,-3.385,1,0.218,0.171,0.0,0.297,0.632,95.004,4,j-dance
60381,7a6dKghXRh8XAiwJAdigfG,SWAY;EXILE SHOKICHI;SALU,UNCHAINED,Never Say Goodbye,23,211413,False,0.615,0.915,1,-3.56,0,0.0582,0.0394,0.0,0.243,0.354,105.001,4,j-dance
60426,0oR2mFp2QwxuHCuMHot6HQ,Masicka;Dunw3ll,Roll Clean - Single,Roll Clean,23,150315,True,0.702,0.913,1,-3.385,1,0.218,0.171,0.0,0.297,0.632,95.004,4,j-dance
60535,3NSKJ8RZVLbK5j187CNoC2,Jahshii,Dancehall Night Riddim,Dem Nuh Bad,20,106800,True,0.689,0.584,0,-7.379,1,0.482,0.113,0.0,0.0749,0.701,126.547,5,j-dance
60591,3NSKJ8RZVLbK5j187CNoC2,Jahshii,Dancehall Night Riddim,Dem Nuh Bad,20,106800,True,0.689,0.584,0,-7.379,1,0.482,0.113,0.0,0.0749,0.701,126.547,5,j-dance
60603,10l4eK1EkaXCV5xHfx0jgd,Pamputtae;Bounty Killer;Esco Da Shocker,Set Right,Set Right,10,183672,True,0.698,0.724,1,-5.577,1,0.448,0.137,0.0,0.326,0.849,126.554,5,j-dance
60656,10l4eK1EkaXCV5xHfx0jgd,Pamputtae;Bounty Killer;Esco Da Shocker,Set Right,Set Right,10,183672,True,0.698,0.724,1,-5.577,1,0.448,0.137,0.0,0.326,0.849,126.554,5,j-dance
60738,4j0j42ap28XZZQr9SQz9nU,Beenie Man;Blakk Man,Imac Riddim,Real Bad Man - Radio Edit,20,194616,False,0.717,0.795,8,-4.198,1,0.291,0.0298,2.33e-06,0.133,0.792,133.673,5,j-dance
60787,4j0j42ap28XZZQr9SQz9nU,Beenie Man;Blakk Man,Imac Riddim,Real Bad Man - Radio Edit,20,194616,False,0.717,0.795,8,-4.198,1,0.291,0.0298,2.33e-06,0.133,0.792,133.673,5,j-dance
60851,1nh7P8enZRROQ5WA7HqTDp,Vybz Kartel,Exclusivity (Remastered),Blackberry - Remastered,35,187000,True,0.84,0.837,6,-6.223,1,0.228,0.53,0.0,0.0546,0.718,105.006,4,j-dance
60877,6iNOsIMBxXGOZnFqCMkC6N,Vybz Kartel,Round Corna,Round Corna,18,129890,True,0.801,0.946,1,-1.02,1,0.364,0.0833,0.0,0.171,0.39,101.865,4,j-dance
60902,1nh7P8enZRROQ5WA7HqTDp,Vybz Kartel,Exclusivity (Remastered),Blackberry - Remastered,35,187000,True,0.84,0.837,6,-6.223,1,0.228,0.53,0.0,0.0546,0.718,105.006,4,j-dance
60932,6iNOsIMBxXGOZnFqCMkC6N,Vybz Kartel,Round Corna,Round Corna,18,129890,True,0.801,0.946,1,-1.02,1,0.364,0.0833,0.0,0.171,0.39,101.865,4,j-dance
61897,2nAeK63zz8YGcufGW16Y58,TACOYAKI RAINBOW,絶唱!なにわで生まれた少女たち (Special Edition),絶唱!なにわで生まれた少女たち,18,274413,False,0.61,0.953,10,-1.076,1,0.102,0.136,0.000218,0.371,0.398,150.016,4,j-idol
61947,2nAeK63zz8YGcufGW16Y58,TACOYAKI RAINBOW,絶唱!なにわで生まれた少女たち (Special Edition),絶唱!なにわで生まれた少女たち,18,274413,False,0.61,0.953,10,-1.076,1,0.102,0.136,0.000218,0.371,0.398,150.016,4,j-idol
62027,5uNnGViAuZIkoUhVwmFWlr,Norah Jones,Coffee Break,Shoot The Moon,1,237173,False,0.573,0.265,0,-12.436,1,0.027,0.903,0.00152,0.094,0.425,74.031,4,j-pop
62043,7bdROC1GostP0gWqEP8P2h,Norah Jones,Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,j-pop
62054,5uNnGViAuZIkoUhVwmFWlr,Norah Jones,Coffee Break,Shoot The Moon,1,237173,False,0.573,0.265,0,-12.436,1,0.027,0.903,0.00152,0.094,0.425,74.031,4,j-pop
62094,7bdROC1GostP0gWqEP8P2h,Norah Jones,Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,j-pop
64902,7AHF3V7qRPhZV7gzJLZ3CL,Lester Young,The Complete Aladdin Recordings Of Lester Young,These Foolish Things - Remastered 1995,55,190933,False,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,jazz
64952,7AHF3V7qRPhZV7gzJLZ3CL,Lester Young,The Complete Aladdin Recordings Of Lester Young,These Foolish Things - Remastered 1995,55,190933,False,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,jazz
65739,6EfGUQtLk3xVc64tk8ihTL,Ilaiyaraaja,Muthal Mariyathai (Original Motion Picture Soundtrack),Hey Kiliyirukku,46,68205,False,0.803,0.572,0,-9.308,1,0.205,0.811,0.00338,0.0962,0.79,112.478,3,k-pop
65786,6EfGUQtLk3xVc64tk8ihTL,Ilaiyaraaja,Muthal Mariyathai (Original Motion Picture Soundtrack),Hey Kiliyirukku,46,68205,False,0.803,0.572,0,-9.308,1,0.205,0.811,0.00338,0.0962,0.79,112.478,3,k-pop
66237,1BSqyq83kxnA3oDf4eXLVX,Poop Emoji,Best Nintendo Music,The Paper Mario Origami King Song,14,69333,False,0.803,0.53,5,-7.817,1,0.142,0.17,1.34e-06,0.25,0.659,89.984,4,kids
66279,1BSqyq83kxnA3oDf4eXLVX,Poop Emoji,Best Nintendo Music,The Paper Mario Origami King Song,14,69333,False,0.803,0.53,5,-7.817,1,0.142,0.17,1.34e-06,0.25,0.659,89.984,4,kids
66463,19Y7tHKAr0wvBXrTgOYNrs,Hip Hop Harry,Nursery Rhymes (Bonus Tracks),Old MacDonald Had a Farm,11,122853,False,0.773,0.879,11,-2.418,0,0.0499,0.00614,3.41e-06,0.283,0.686,105.984,4,kids
66514,19Y7tHKAr0wvBXrTgOYNrs,Hip Hop Harry,Nursery Rhymes (Bonus Tracks),Old MacDonald Had a Farm,11,122853,False,0.773,0.879,11,-2.418,0,0.0499,0.00614,3.41e-06,0.283,0.686,105.984,4,kids
66545,4OJXEwWF5CKqWmCRx8vuks,The Party Cats,Kids Dance Party: Halloween Jams,Theme From The Addams Family,11,103813,False,0.898,0.431,5,-11.645,1,0.0708,0.198,0.00076,0.041,0.9,120.052,4,kids
66593,4OJXEwWF5CKqWmCRx8vuks,The Party Cats,Kids Dance Party: Halloween Jams,Theme From The Addams Family,11,103813,False,0.898,0.431,5,-11.645,1,0.0708,0.198,0.00076,0.041,0.9,120.052,4,kids
66719,7qVBYfgJLi0itgP6afvrf8,Christopher Zondaflex Tyler,Hip Hop Dance for Beginners,Everybody Have a Seat,8,77297,False,0.876,0.412,1,-15.764,1,0.0742,0.0042,0.0,0.0772,0.872,119.928,4,kids
66726,5n1KwNkJXixrG3HK0tq5Cy,Ray Remesch,"EFlashApps Nursery Rhymes, Vol. 3",Turkey in the Straw,8,71409,False,0.827,0.668,5,-5.479,1,0.048,0.794,0.0,0.12,0.949,102.35,4,kids
66731,5bwnexvD5cm2E7Wl75mQ1x,Blake Rules;Netherfriends,Kids Trap 8,Breakfast Time,8,160000,False,0.975,0.432,0,-13.808,1,0.192,0.0406,0.0,0.101,0.304,119.989,4,kids
66744,1VAnb6RrxA6eJiywZYyTWG,Blake Rules;Netherfriends,Kids Trap 10,Snow Cone Truck,8,123076,False,0.714,0.617,10,-11.971,1,0.0544,0.307,0.0612,0.128,0.681,155.979,4,kids
66745,08SFfnXcmjDgOSi2tnmdM7,Mini Pop Kids,Mini Pop Kids 16,Better Now,7,211786,False,0.704,0.49,2,-8.974,1,0.125,0.0386,0.0,0.11,0.296,145.167,4,kids
66748,3o0vFcZI1ejWCLOqnFWEwE,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,228160,False,0.714,0.628,7,-5.642,1,0.0399,0.0488,1.52e-06,0.129,0.171,103.925,4,kids
66754,7qVBYfgJLi0itgP6afvrf8,Christopher Zondaflex Tyler,Hip Hop Dance for Beginners,Everybody Have a Seat,8,77297,False,0.876,0.412,1,-15.764,1,0.0742,0.0042,0.0,0.0772,0.872,119.928,4,kids
66759,5n1KwNkJXixrG3HK0tq5Cy,Ray Remesch,"EFlashApps Nursery Rhymes, Vol. 3",Turkey in the Straw,8,71409,False,0.827,0.668,5,-5.479,1,0.048,0.794,0.0,0.12,0.949,102.35,4,kids
66767,5bwnexvD5cm2E7Wl75mQ1x,Blake Rules;Netherfriends,Kids Trap 8,Breakfast Time,8,160000,False,0.975,0.432,0,-13.808,1,0.192,0.0406,0.0,0.101,0.304,119.989,4,kids
66783,1VAnb6RrxA6eJiywZYyTWG,Blake Rules;Netherfriends,Kids Trap 10,Snow Cone Truck,8,123076,False,0.714,0.617,10,-11.971,1,0.0544,0.307,0.0612,0.128,0.681,155.979,4,kids
66786,08SFfnXcmjDgOSi2tnmdM7,Mini Pop Kids,Mini Pop Kids 16,Better Now,7,211786,False,0.704,0.49,2,-8.974,1,0.125,0.0386,0.0,0.11,0.296,145.167,4,kids
66789,3o0vFcZI1ejWCLOqnFWEwE,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,228160,False,0.714,0.628,7,-5.642,1,0.0399,0.0488,1.52e-06,0.129,0.171,103.925,4,kids
67012,7af1WixhIA44jYgzXU19da,Daddy Yankee;Bad Bunny,Bájale como 7500,Vuelve,2,279613,False,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.025,4,latin
67061,7af1WixhIA44jYgzXU19da,Daddy Yankee;Bad Bunny,Bájale como 7500,Vuelve,2,279613,False,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.025,4,latin
67104,3LaQzvfIetBWdtIV0JoBwF,J Balvin;Bad Bunny;Mr Eazi,Feliz Cumpleaños con Perreo,COMO UN BEBÉ,4,218826,False,0.825,0.807,6,-5.753,1,0.095,0.0741,4.79e-06,0.138,0.816,103.053,4,latin
67106,38cCzX3jpZhctBx6CHA9PG,J Balvin;Bad Bunny,Feliz Cumpleaños con Perreo,LA CANCIÓN,2,242573,False,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latin
67116,20JTNRnNUJL75tSJmtg2ZY,J Balvin;Skrillex,Regageton Para Niños,In Da Getto,5,130666,False,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,4,latin
67146,7lTWdUAtKRdaRS0UbQD9y7,J Balvin,Noche de Halloween Latino,Morado,2,200666,False,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,4,latin
